"(-1, -9)",[-0.30860119 -0.29872    -0.32562782 -0.41505479]
"(1, -9)",[-0.33678292 -0.42683555 -0.43317143 -0.40504736]
"(1, -8)",[-0.92803719 -0.97347222 -0.85112418 -0.90165186]
"(2, -8)",[-0.97729658 -1.05004257 -1.03340821 -0.93829222]
"(3, -9)",[-0.68752591 -0.67191717 -0.69933259 -0.66076813]
"(4, -9)",[-0.30860119 -0.3627525  -0.25631006 -0.33284546]
"(4, -7)",[-1.37584621 -1.32104093 -1.31697468 -1.32727663]
"(3, -8)",[-1.14716538 -1.19343205 -1.15626683 -1.1726828 ]
"(4, -8)",[-0.9983263  -0.99555072 -1.06405775 -1.05409472]
"(2, -9)",[-0.66478008 -0.7896909  -0.68513612 -0.66933423]
"(0, -9)",[-0.61537041 -0.50795527 -0.63722978 -0.61384785]
"(0, -8)",[-0.88458895 -0.89008831 -0.81624293 -0.89520492]
"(0, -7)",[-0.95395762 -0.96689369 -1.00950619 -0.92148343]
"(1, -7)",[-1.06677485 -1.03035613 -1.03944774 -1.00497871]
"(-3, -9)",[-0.1999    -0.1099    -0.2008801 -0.2240461]
"(-1, -6)",[-0.92887161 -0.8116033  -0.81120701  0.47404168]
"(1, -6)",[-1.04276869 -1.04331095 -1.10169227 -1.09509601]
"(2, -7)",[-1.26608003 -1.3155761  -1.25534776 -1.31341617]
"(-1, -8)",[-0.39969062 -0.37964023 -0.45028061 -0.51146094]
"(-1, -4)",[-0.20881    -0.35281    -0.30866686 25.73500813]
"(0, -5)",[-0.67420547 -0.59891545 -0.6284068  10.72710936]
"(4, -5)",[-1.2175438  -1.17249196 -1.18015699  2.67962559]
"(5, -6)",[-1.60282725 -1.63403249 -1.63589775 -1.5902659 ]
"(5, -7)",[-1.26699152 -1.29367583 -1.21091747 -1.26166585]
"(1, 2)",[ 1.10570017  0.21507928 47.82236099  2.88951126]
"(2, 3)",[-0.59438188  0.38310216 31.12310932 -0.59258872]
"(2, -2)",[ 2.3598915  -0.3893151   2.57746762 48.09335048]
"(7, 1)",[-1.20777462 -1.22154018  7.99750352 -1.19280503]
"(8, -1)",[-1.17971837 -1.25635631 -1.26707826 -1.27669916]
"(8, 0)",[-1.29443873 -1.39217007 -1.22589797 -1.36458834]
"(8, 1)",[ 5.56090774 -1.32289827 -1.24580227 -1.35575061]
"(3, -3)",[-0.05345791 -0.54379468  0.51559596 33.08874949]
"(4, -1)",[43.74112879 -0.5361821  -0.93335426  6.17907982]
"(-3, -4)",[-0.19       -0.1999     -0.1999      5.97559183]
"(5, -3)",[-0.96331758 -1.11570426 -1.01540395  7.75069356]
"(7, -3)",[-1.4108644  -1.44331788 -1.42173076 -1.41886461]
"(7, -4)",[-1.36113618 -1.35154754 -1.41506316 -1.36989633]
"(8, -4)",[-1.55267443 -1.53947378 -1.57913531 -1.56044055]
"(7, -5)",[-1.63437799 -1.64574236 -1.71296136 -1.65454209]
"(9, -5)",[-1.50243294 -1.38205604 -1.30888256 -1.3580682 ]
"(9, -4)",[-1.26908454 -1.23049148 -1.28255526 -1.29887966]
"(9, -3)",[-1.32384953 -1.39975561 -1.33632825 -1.35069838]
"(8, -3)",[-1.31721866 -1.30768686 -1.38623649 -1.29919895]
"(9, -2)",[-1.22528231 -1.16171753 -1.25182238 -1.16459618]
"(8, -2)",[-0.29717613 -1.18888825 -1.22219316 -1.24365946]
"(3, -2)",[-0.56157642 -0.52503461  1.92263208 44.71835565]
"(4, -3)",[-1.02817382 -0.94389534 -0.97542118 31.2867539 ]
"(3, -4)",[-0.9648853  -1.11165782 -0.97900424 15.86590035]
"(1, -4)",[-0.62806979 -0.75432081 -0.57817903 24.58956251]
"(0, -3)",[ 0.10891106 -0.13382527  1.8093925  42.3133528 ]
"(4, -4)",[-0.85412195 -0.91904174 -0.94376902 15.05158787]
"(6, 7)",[-2.26872633 -2.29152575 -2.17830754 -2.25209941]
"(5, 7)",[-2.35766657 -2.32904807 -2.39742434 -2.36475303]
"(7, 7)",[-2.54137346 -2.50976361 -2.57703616 -2.51290157]
"(3, 7)",[-1.90513814 -1.97741712 -1.89490071 -1.88997769]
"(2, 6)",[-1.58351082 -1.56474259 -1.58327041 -1.69061583]
"(5, 5)",[-2.02934017 -2.05998311 -2.01642812 -2.10637967]
"(-2, -3)",[-0.19       24.39172831 -0.20920381 -0.21954945]
"(0, -6)",[-0.88347564 -0.89359594 -0.84306081  1.40383519]
"(-3, -6)",[-0.31238672 -0.35832661 -0.34391044  0.93336985]
"(-8, -4)",[-0.1  -0.19 -0.1   0.  ]
"(-6, -4)",[-0.1         0.05351411 -0.1        -0.271     ]
"(9, 0)",[-1.24047271 -1.30820704 -1.27918883 -1.2556056 ]
"(9, -6)",[-1.29850314 -1.3322488  -1.33885849 -1.39282651]
"(8, -6)",[-1.58757218 -1.61313742 -1.55142074 -1.54364199]
"(7, -6)",[-1.67665992 -1.70331309 -1.62351843 -1.63524663]
"(6, -6)",[-1.38636349 -1.40544852 -1.35934724 -1.34754984]
"(6, -7)",[-1.43032763 -1.41480707 -1.40182713 -1.37469788]
"(7, -8)",[-0.91283641 -0.85849473 -0.87488021 -1.04923016]
"(7, -7)",[-1.45090903 -1.36603032 -1.41771156 -1.48227411]
"(8, -7)",[-1.23030614 -1.1833614  -1.22139905 -1.18208097]
"(6, -8)",[-0.97798947 -0.95894468 -1.03063555 -1.00210106]
"(5, -9)",[-0.61012489 -0.6455726  -0.52831252 -0.59990318]
"(6, -9)",[-0.44902373 -0.40926898 -0.41930479 -0.47502271]
"(5, -8)",[-1.03007483 -0.94323005 -0.94606827 -1.01617108]
"(-3, 5)",[-0.370729   -0.31516671  0.09368929 -0.37717971]
"(8, 7)",[-2.2043579  -2.21928418 -2.27924973 -2.26499756]
